DATAFLOW,LAST UPDATE,freq,accomunit,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1990,650559,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1991,654127,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1992,653586,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1993,651003,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1994,650020,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1995,646125,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1996,640199,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1997,633601,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1998,584889,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,1999,576602,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2000,588213,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2001,587305,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2002,569306,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2003,566274,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2004,570785,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2005,571377,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2006,572514,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2007,573726,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2008,579758,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2009,587899,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2010,589293,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2011,594357,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2012,594841,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2013,601483,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2014,598742,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2015,600342,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2016,601945,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2017,609393,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2018,615541,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2019,607010,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2020,608836,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2021,601641,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2022,610655,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,AT,2023,610755,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1990,93710,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1991,86472,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1992,101804,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1993,108205,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1994,108811,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1995,114887,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1996,117299,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1997,117513,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1998,116297,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,1999,119365,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2000,119165,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2001,121512,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2002,123356,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2003,122385,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2004,122043,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2005,120668,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2006,123775,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2007,124811,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2008,125492,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2009,126134,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2010,128494,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2011,130664,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2012,128703,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2013,128641,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2014,127835,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2015,129307,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2016,129232,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2017,129456,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2018,136406,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2019,137484,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2020,139565,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2021,139252,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2022,144015,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BE,2023,148173,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1990,262966,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1991,154350,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1992,124680,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1993,127450,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1994,114400,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1995,118112,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1996,107111,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1997,99953,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1998,112002,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,1999,100663,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2000,121222,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2001,117369,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2002,133369,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2003,143960,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2004,170956,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2005,200940,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2006,211565,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2007,231303,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2008,239706,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2009,249193,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2010,245442,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2011,241665,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2012,261159,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2013,262196,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2014,271526,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2015,279090,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2016,281869,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2017,293494,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2018,286219,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2019,288027,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2020,233549,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2021,255058,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2022,294183,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,BG,2023,299081,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1990,269759,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1991,267067,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1992,266150,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1993,265136,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1994,264824,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1995,264983,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1996,262471,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1997,261482,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1998,260290,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,1999,260592,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2000,259721,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2001,260122,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2002,259004,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2005,274035,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2006,271591,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2007,270146,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2008,270487,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2009,273974,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2010,275193,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2011,273969,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2012,271168,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2013,271298,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2014,272636,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2015,273507,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2016,271710,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2017,275203,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2018,274792,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2019,273849,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2021,280471,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2022,282486,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CH,2023,287412,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1990,57602,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1991,61871,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1992,68066,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1993,72211,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1994,74671,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1995,77259,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1996,83517,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1997,83288,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1998,85161,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,1999,83347,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2000,84479,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2001,87834,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2002,90112,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2003,91419,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2004,92239,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2005,91264,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2006,89490,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2007,87804,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2008,85681,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2009,84327,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2010,83888,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2011,83228,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2012,84217,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2013,84715,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2014,85150,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2015,84426,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2016,83251,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2017,84977,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2018,86252,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2019,89200,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2020,89912,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2021,89626,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2022,87227,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CY,2023,83871,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1990,94514,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1991,64214,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1992,78221,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1993,86149,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1994,93771,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1995,117198,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1996,167058,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1997,195733,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1998,202957,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,1999,203819,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2000,217664,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2001,218645,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2002,223392,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2003,226770,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2004,229689,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2005,232211,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2006,236104,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2007,248077,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2008,258076,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2009,260736,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2010,255882,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2011,261858,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2012,319692,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2013,317875,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2014,306430,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2015,314210,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2016,317756,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2017,317361,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2018,327572,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2019,328501,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2021,382402,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2022,387488,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,CZ,2023,371396,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1990,1126376,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1991,1140334,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1992,1166436,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1993,1321470,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1994,1380713,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1995,1446748,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1996,1490612,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1997,1527228,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1998,1546862,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,1999,1561830,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2000,1590332,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2001,1602960,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2002,1607700,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2003,1611106,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2004,1609027,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2005,1621118,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2006,1630736,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2007,1643748,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2008,1676738,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2009,1693973,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2010,1721826,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2011,1749435,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2012,1751024,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2013,1757624,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2014,1763742,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2015,1778206,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2016,1784654,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2017,1811615,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2018,1846611,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2019,1889315,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,BEDPL,NR,I551,DE,2020,1807802,,
