DATAFLOW,LAST UPDATE,freq,accomunit,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,1991,122995,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,1992,118500,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,1993,123140,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,1994,123678,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,1995,130529,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2000,4261,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2001,4288,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2002,12506,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2003,13196,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2004,14409,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2005,15901,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2006,16679,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2007,18476,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2008,19748,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2009,21134,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2010,22096,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2011,23882,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2012,24957,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2013,25630,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2014,26878,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2015,27348,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2016,27914,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2017,29624,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2018,30492,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2019,31920,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2020,32184,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2021,34410,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2022,35105,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,ES,2023,36256,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2014,268720,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2015,279945,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2016,292453,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2017,327748,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2018,348362,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU25,2019,361177,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2001,170302,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2005,193677,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2006,199518,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2007,198493,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2008,220515,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2009,248845,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2010,254592,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2011,249112,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2012,267404,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2013,270607,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2014,272892,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2015,284643,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2016,297375,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2017,333291,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2018,354369,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2007,2019,367287,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2005,161838,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2006,164544,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2007,162019,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2008,177301,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2009,199686,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2010,205422,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2011,208554,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2012,281485,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2013,289697,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2014,297761,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2015,314656,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2016,338858,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2017,386197,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2018,414908,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2019,431899,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2020,414050,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2021,417366,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2022,434580,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU27_2020,2023,449768,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2005,193710,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2006,200141,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2007,199246,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2008,221166,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2009,249872,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2010,255622,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2011,250192,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2012,323822,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2013,331192,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2014,339136,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2015,356537,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2016,378944,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2017,429869,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2018,460695,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,EU28,2019,479107,e,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1993,175,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1994,207,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1995,197,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1996,201,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1997,197,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1998,199,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,1999,188,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2000,189,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2001,174,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2002,166,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2003,160,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2004,162,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2005,175,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2006,176,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2007,179,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2008,186,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2009,201,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2010,223,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2011,233,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2012,342,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2013,372,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2014,380,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2015,379,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2016,366,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2017,370,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2018,365,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2019,365,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2020,369,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2021,360,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2022,385,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FI,2023,383,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1990,1161,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1991,1026,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1992,999,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1993,1006,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1994,1010,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1995,1010,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1998,1085,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,1999,893,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2000,898,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2001,1949,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2002,2138,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2003,2158,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2004,2442,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2005,2515,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2006,2509,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2007,2591,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2008,2716,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2009,3205,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2010,3476,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2011,3505,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2012,3500,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2013,3620,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2014,3642,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2015,3586,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2016,3483,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2017,3338,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2018,3544,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2019,3679,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2020,3683,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2021,3639,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2022,3639,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2023,3667,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,FR,2024,3629,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1993,118,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1994,147,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1995,138,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1996,181,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1997,244,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1998,294,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,1999,302,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2000,290,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2001,304,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2002,288,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2003,303,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2004,305,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2005,291,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2006,649,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2007,776,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2008,918,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2009,1037,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2010,1040,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2011,1089,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2012,56418,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2013,60585,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2014,66244,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2015,71894,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2016,81569,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2017,96578,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2018,106326,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2019,111820,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2020,97441,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2021,101413,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2022,108549,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HR,2023,115549,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1990,28026,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1991,21912,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1992,18052,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1993,336,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1994,404,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1995,424,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1996,518,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1997,534,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1998,581,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,1999,622,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2000,718,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2001,734,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2002,881,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2003,923,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2004,766,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2005,783,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2006,770,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2007,705,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2008,674,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2009,702,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2010,683,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2011,721,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2012,1699,b,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2013,1676,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2014,1800,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2015,1908,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2016,1978,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2017,2016,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2018,1986,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2019,1888,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2021,1626,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2022,1551,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,HU,2023,1501,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,1992,1572,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,1993,1583,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,1995,4334,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,1998,2389,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,1999,2406,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2000,2347,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2001,2679,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2002,2676,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2003,4025,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2004,4117,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2005,4346,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2006,4700,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2007,4789,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2008,5384,,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2009,4750,u,
ESTAT:TOUR_CAP_NAT(1.0),10/04/25 23:00:00,A,ESTBL,NR,I552,IE,2010,4371,u,
